call_number,latency_seconds
1,0.028358936309814453
2,0.02654290199279785
3,0.025913000106811523
4,0.02724146842956543
5,0.024651527404785156
6,0.025480985641479492
7,0.026553630828857422
8,0.024164676666259766
9,0.02507328987121582
10,0.026076078414916992
11,0.02650761604309082
12,0.026021718978881836
13,0.025355815887451172
14,0.02471160888671875
15,0.026734113693237305
16,0.02598404884338379
17,0.02712726593017578
18,0.028284311294555664
19,0.0262300968170166
20,0.025569438934326172
21,0.026230335235595703
22,0.02621006965637207
23,0.026955842971801758
24,0.024876832962036133
25,0.02773427963256836
26,0.024136781692504883
27,0.025744915008544922
28,0.027762174606323242
29,0.025841474533081055
30,0.027144432067871094
31,0.02463841438293457
32,0.0265045166015625
33,0.029059886932373047
34,0.0249783992767334
35,0.027012348175048828
36,0.027356386184692383
37,0.0267181396484375
38,0.025199174880981445
39,0.030397653579711914
40,0.02368450164794922
41,0.02544856071472168
42,0.024798154830932617
43,0.026540517807006836
44,0.027942419052124023
45,0.029813766479492188
46,0.026053667068481445
47,0.028998851776123047
48,0.027590274810791016
49,0.025778770446777344
50,0.025324344635009766
51,0.026050567626953125
52,0.027310848236083984
53,0.02791738510131836
54,0.027952909469604492
55,0.02574777603149414
56,0.025923490524291992
57,0.06803226470947266
58,0.02531290054321289
59,0.02794814109802246
60,0.02667069435119629
61,0.025684118270874023
62,0.029854297637939453
63,0.025330305099487305
64,0.025966405868530273
65,0.02887105941772461
66,0.026234865188598633
67,0.02449631690979004
68,0.02493572235107422
69,0.025708675384521484
70,0.02436208724975586
71,0.0254666805267334
72,0.026003122329711914
73,0.025387048721313477
74,0.026497602462768555
75,0.028154373168945312
76,0.025423526763916016
77,0.025645732879638672
78,0.025641918182373047
79,0.026883602142333984
80,0.0254971981048584
81,0.026807546615600586
82,0.02964615821838379
83,0.02980184555053711
84,0.024470090866088867
85,0.025326251983642578
86,0.02676558494567871
87,0.027848482131958008
88,0.026003122329711914
89,0.02590775489807129
90,0.02651810646057129
91,0.025364160537719727
92,0.02653789520263672
93,0.02727055549621582
94,0.02500462532043457
95,0.023633718490600586
96,0.026174545288085938
97,0.026938199996948242
98,0.02577042579650879
99,0.03017878532409668
100,0.024155139923095703
